Processes,Size,Latency
2,2,0.13
2,4,0.13
2,8,0.13
2,16,0.13
2,32,0.14
2,64,0.14
2,128,0.18
2,256,0.19
2,512,0.21
2,1024,0.23
2,2048,0.28
2,4096,0.37
2,8192,0.56
2,16384,0.87
2,32768,1.58
2,65536,2.92
2,131072,5.67
2,262144,29.56
2,524288,56.85
2,1048576,108.91
4,2,0.18
4,4,0.18
4,8,0.18
4,16,0.18
4,32,0.18
4,64,0.18
4,128,0.25
4,256,0.25
4,512,0.28
4,1024,0.30
4,2048,0.36
4,4096,0.50
4,8192,0.72
4,16384,1.26
4,32768,2.26
4,65536,4.20
4,131072,8.13
4,262144,63.02
4,524288,120.70
4,1048576,233.75
6,2,0.32
6,4,0.33
6,8,0.33
6,16,0.34
6,32,0.35
6,64,0.35
6,128,0.47
6,256,0.49
6,512,0.53
6,1024,0.69
6,2048,0.69
6,4096,1.11
6,8192,1.57
6,16384,3.12
6,32768,5.63
6,65536,10.60
6,131072,21.62
6,262144,104.76
6,524288,208.55
6,1048576,417.13
8,2,0.36
8,4,0.36
8,8,0.36
8,16,0.36
8,32,0.37
8,64,0.37
8,128,0.58
8,256,0.58
8,512,0.66
8,1024,0.72
8,2048,0.93
8,4096,1.55
8,8192,2.77
8,16384,5.38
8,32768,10.38
8,65536,19.96
8,131072,40.41
8,262144,141.37
8,524288,262.74
8,1048576,554.57
10,2,0.29
10,4,0.29
10,8,0.28
10,16,0.29
10,32,0.29
10,64,0.32
10,128,0.43
10,256,0.47
10,512,0.52
10,1024,0.59
10,2048,0.83
10,4096,1.44
10,8192,2.75
10,16384,5.72
10,32768,11.32
10,65536,22.28
10,131072,50.31
10,262144,186.40
10,524288,336.07
10,1048576,716.57
12,2,0.28
12,4,0.29
12,8,0.30
12,16,0.28
12,32,0.30
12,64,0.30
12,128,0.42
12,256,0.50
12,512,0.54
12,1024,0.61
12,2048,0.87
12,4096,1.74
12,8192,3.44
12,16384,7.22
12,32768,15.18
12,65536,30.65
12,131072,66.68
12,262144,216.04
12,524288,411.01
12,1048576,929.84
14,2,0.46
14,4,0.47
14,8,0.53
14,16,0.54
14,32,0.47
14,64,0.48
14,128,0.58
14,256,0.66
14,512,0.70
14,1024,0.79
14,2048,1.11
14,4096,1.97
14,8192,4.16
14,16384,8.49
14,32768,17.50
14,65536,35.85
14,131072,76.89
14,262144,254.57
14,524288,463.11
14,1048576,1148.16
16,2,0.73
16,4,0.74
16,8,0.73
16,16,0.79
16,32,0.74
16,64,0.73
16,128,0.93
16,256,1.02
16,512,1.09
16,1024,1.23
16,2048,1.70
16,4096,3.07
16,8192,5.61
16,16384,11.10
16,32768,22.49
16,65536,45.30
16,131072,92.17
16,262144,277.80
16,524288,541.45
16,1048576,1407.53
18,2,0.79
18,4,0.79
18,8,0.78
18,16,0.77
18,32,0.78
18,64,0.79
18,128,0.90
18,256,1.03
18,512,1.09
18,1024,1.22
18,2048,1.57
18,4096,3.33
18,8192,5.72
18,16384,11.42
18,32768,24.08
18,65536,50.45
18,131072,106.85
18,262144,315.92
18,524288,605.49
18,1048576,1672.66
20,2,0.65
20,4,0.65
20,8,0.73
20,16,0.65
20,32,0.67
20,64,0.67
20,128,0.82
20,256,0.90
20,512,0.93
20,1024,1.03
20,2048,1.57
20,4096,3.67
20,8192,6.49
20,16384,13.37
20,32768,27.75
20,65536,58.77
20,131072,122.62
20,262144,355.94
20,524288,688.57
20,1048576,1954.32
22,2,0.75
22,4,0.76
22,8,0.76
22,16,0.75
22,32,0.77
22,64,0.78
22,128,0.93
22,256,1.02
22,512,1.06
22,1024,1.15
22,2048,1.64
22,4096,3.78
22,8192,7.02
22,16384,14.31
22,32768,30.25
22,65536,64.47
22,131072,132.68
22,262144,383.48
22,524288,768.29
22,1048576,2181.30
24,2,0.74
24,4,0.72
24,8,0.71
24,16,0.71
24,32,0.70
24,64,0.74
24,128,0.83
24,256,0.90
24,512,0.94
24,1024,1.07
24,2048,1.66
24,4096,4.26
24,8192,7.99
24,16384,16.52
24,32768,34.47
24,65536,72.67
24,131072,150.65
24,262144,407.16
24,524288,869.68
24,1048576,2419.72
26,2,0.87
26,4,0.87
26,8,0.87
26,16,0.86
26,32,0.85
26,64,0.87
26,128,0.99
26,256,1.04
26,512,1.09
26,1024,1.22
26,2048,1.83
26,4096,4.43
26,8192,8.49
26,16384,17.26
26,32768,36.55
26,65536,77.47
26,131072,167.09
26,262144,435.65
26,524288,971.51
26,1048576,2640.22
28,2,0.89
28,4,0.89
28,8,0.91
28,16,0.90
28,32,0.88
28,64,0.89
28,128,1.04
28,256,1.13
28,512,1.18
28,1024,1.32
28,2048,1.98
28,4096,4.96
28,8192,9.56
28,16384,19.35
28,32768,40.59
28,65536,85.50
28,131072,187.46
28,262144,465.34
28,524288,1076.59
28,1048576,2848.93
30,2,1.08
30,4,1.06
30,8,1.08
30,16,1.09
30,32,1.05
30,64,1.06
30,128,1.21
30,256,1.29
30,512,1.36
30,1024,1.52
30,2048,2.45
30,4096,5.54
30,8192,9.97
30,16384,20.41
30,32768,43.69
30,65536,93.56
