Processes,Size,Latency
2,2,0.13
2,4,0.13
2,8,0.13
2,16,0.12
2,32,0.15
2,64,0.15
2,128,0.18
2,256,0.19
2,512,0.20
2,1024,0.25
2,2048,0.29
2,4096,0.37
2,8192,0.56
2,16384,0.89
2,32768,1.63
2,65536,3.00
2,131072,6.78
2,262144,26.84
2,524288,50.64
2,1048576,95.64
4,2,0.22
4,4,0.22
4,8,0.22
4,16,0.21
4,32,0.23
4,64,0.24
4,128,0.30
4,256,0.32
4,512,0.35
4,1024,0.30
4,2048,0.38
4,4096,0.49
4,8192,1.03
4,16384,1.86
4,32768,2.31
4,65536,4.24
4,131072,8.98
4,262144,58.85
4,524288,109.84
4,1048576,211.62
6,2,0.34
6,4,0.38
6,8,0.40
6,16,0.36
6,32,0.37
6,64,0.42
6,128,0.46
6,256,0.55
6,512,0.65
6,1024,0.58
6,2048,0.75
6,4096,1.08
6,8192,1.94
6,16384,3.42
6,32768,5.76
6,65536,10.97
6,131072,22.91
6,262144,97.74
6,524288,194.03
6,1048576,376.97
8,2,0.48
8,4,0.53
8,8,0.51
8,16,0.55
8,32,0.54
8,64,0.60
8,128,0.65
8,256,0.92
8,512,0.80
8,1024,1.01
8,2048,1.24
8,4096,1.73
8,8192,2.74
8,16384,5.01
8,32768,9.51
8,65536,20.73
8,131072,53.34
8,262144,148.76
8,524288,295.32
8,1048576,628.87
10,2,0.41
10,4,0.41
10,8,0.41
10,16,0.42
10,32,0.59
10,64,0.55
10,128,0.65
10,256,0.64
10,512,0.70
10,1024,0.85
10,2048,1.17
10,4096,1.62
10,8192,2.75
10,16384,5.09
10,32768,9.28
10,65536,20.70
10,131072,66.20
10,262144,180.73
10,524288,360.56
10,1048576,802.83
12,2,0.58
12,4,0.40
12,8,0.42
12,16,0.46
12,32,0.49
12,64,0.55
12,128,0.59
12,256,0.61
12,512,0.74
12,1024,0.91
12,2048,1.25
12,4096,1.80
12,8192,3.06
12,16384,5.93
12,32768,10.91
12,65536,27.03
12,131072,70.09
12,262144,197.67
12,524288,398.22
12,1048576,936.51
14,2,0.45
14,4,0.43
14,8,0.44
14,16,0.61
14,32,0.48
14,64,0.52
14,128,0.65
14,256,0.68
14,512,0.79
14,1024,0.99
14,2048,1.44
14,4096,2.08
14,8192,3.57
14,16384,6.62
14,32768,12.87
14,65536,29.09
14,131072,79.66
14,262144,226.76
14,524288,460.11
14,1048576,1125.05
16,2,0.59
16,4,0.62
16,8,0.74
16,16,0.71
16,32,0.90
16,64,0.67
16,128,0.76
16,256,0.83
16,512,1.00
16,1024,1.25
16,2048,1.79
16,4096,2.65
16,8192,4.48
16,16384,8.51
16,32768,16.58
16,65536,35.45
16,131072,90.70
16,262144,260.80
16,524288,536.15
16,1048576,1330.39
18,2,0.51
18,4,0.59
18,8,0.53
18,16,0.54
18,32,0.61
18,64,0.67
18,128,0.75
18,256,0.81
18,512,0.95
18,1024,1.16
18,2048,1.72
18,4096,2.82
18,8192,4.34
18,16384,7.91
18,32768,15.93
18,65536,34.65
18,131072,102.92
18,262144,281.86
18,524288,590.43
18,1048576,1437.84
20,2,0.50
20,4,0.53
20,8,0.61
20,16,0.53
20,32,0.58
20,64,0.64
20,128,0.71
20,256,0.77
20,512,0.90
20,1024,1.14
20,2048,1.71
20,4096,2.86
20,8192,4.57
20,16384,8.22
20,32768,17.64
20,65536,40.62
20,131072,100.68
20,262144,270.99
20,524288,569.72
20,1048576,1421.39
22,2,0.59
22,4,0.83
22,8,0.52
22,16,0.54
22,32,0.60
22,64,0.63
22,128,0.69
22,256,0.78
22,512,0.88
22,1024,1.16
22,2048,1.73
22,4096,2.58
22,8192,4.49
22,16384,8.29
22,32768,17.22
22,65536,39.74
22,131072,100.22
22,262144,269.80
22,524288,578.55
22,1048576,1405.74
24,2,0.51
24,4,0.58
24,8,0.75
24,16,0.60
24,32,0.61
24,64,0.64
24,128,0.70
24,256,0.80
24,512,0.92
24,1024,1.19
24,2048,1.80
24,4096,2.68
24,8192,4.67
24,16384,8.73
24,32768,18.70
24,65536,41.18
24,131072,101.90
24,262144,275.07
24,524288,600.77
24,1048576,1410.66
26,2,0.87
26,4,0.58
26,8,0.51
26,16,0.52
26,32,0.59
26,64,0.63
26,128,0.69
26,256,0.75
26,512,0.91
26,1024,1.21
26,2048,1.77
26,4096,2.69
26,8192,4.71
26,16384,8.62
26,32768,18.54
26,65536,40.61
26,131072,105.69
26,262144,283.54
26,524288,625.29
26,1048576,1421.85
28,2,0.57
28,4,0.57
28,8,0.59
28,16,0.52
28,32,0.58
28,64,0.60
28,128,0.70
28,256,0.77
28,512,0.94
28,1024,1.23
28,2048,1.85
28,4096,2.78
28,8192,4.87
28,16384,9.16
28,32768,19.33
28,65536,43.49
28,131072,107.52
28,262144,286.47
28,524288,635.63
28,1048576,1442.75
30,2,0.50
30,4,0.93
30,8,0.55
30,16,0.56
30,32,0.59
30,64,0.64
30,128,0.74
30,256,0.81
30,512,0.95
30,1024,1.30
30,2048,1.94
30,4096,2.97
30,8192,5.24
30,16384,10.01
30,32768,19.97
30,65536,45.12
