Processes,Size,Latency
2,2,0.22
2,4,0.21
2,8,0.21
2,16,0.20
2,32,0.25
2,64,0.24
2,128,0.30
2,256,0.33
2,512,0.38
2,1024,0.43
2,2048,0.57
2,4096,0.85
2,8192,1.37
2,16384,3.03
2,32768,5.18
2,65536,6.90
2,131072,9.68
2,262144,15.09
2,524288,28.32
2,1048576,61.96
4,2,0.21
4,4,0.20
4,8,0.21
4,16,0.21
4,32,0.25
4,64,0.27
4,128,0.43
4,256,0.47
4,512,0.52
4,1024,0.75
4,2048,1.07
4,4096,1.68
4,8192,2.61
4,16384,5.59
4,32768,8.76
4,65536,14.59
4,131072,26.57
4,262144,51.51
4,524288,106.24
4,1048576,223.81
6,2,0.38
6,4,0.36
6,8,0.35
6,16,0.34
6,32,0.44
6,64,0.45
6,128,0.68
6,256,0.71
6,512,0.75
6,1024,1.06
6,2048,1.45
6,4096,2.22
6,8192,3.52
6,16384,7.40
6,32768,12.69
6,65536,22.62
6,131072,43.24
6,262144,84.28
6,524288,152.07
6,1048576,323.27
8,2,0.56
8,4,0.57
8,8,0.57
8,16,0.59
8,32,0.71
8,64,0.74
8,128,1.15
8,256,1.14
8,512,1.23
8,1024,1.44
8,2048,2.06
8,4096,2.91
8,8192,4.55
8,16384,10.05
8,32768,16.34
8,65536,28.00
8,131072,51.69
8,262144,104.39
8,524288,196.25
8,1048576,379.74
10,2,0.90
10,4,0.96
10,8,0.87
10,16,0.89
10,32,1.07
10,64,1.06
10,128,1.39
10,256,1.40
10,512,1.53
10,1024,1.81
10,2048,2.45
10,4096,3.63
10,8192,5.33
10,16384,12.69
10,32768,19.26
10,65536,32.86
10,131072,59.47
10,262144,115.25
10,524288,225.35
10,1048576,412.87
12,2,0.91
12,4,0.84
12,8,0.90
12,16,0.89
12,32,1.06
12,64,1.06
12,128,1.46
12,256,1.48
12,512,1.68
12,1024,1.95
12,2048,2.54
12,4096,3.86
12,8192,5.81
12,16384,13.70
12,32768,21.13
12,65536,36.66
12,131072,66.55
12,262144,126.49
12,524288,244.85
12,1048576,507.49
14,2,0.82
14,4,0.85
14,8,0.83
14,16,0.85
14,32,1.06
14,64,1.32
14,128,1.61
14,256,1.61
14,512,1.73
14,1024,2.16
14,2048,2.84
14,4096,4.43
14,8192,6.75
14,16384,15.82
14,32768,25.70
14,65536,43.72
14,131072,84.86
14,262144,164.97
14,524288,297.79
14,1048576,580.00
16,2,1.20
16,4,1.19
16,8,1.17
16,16,1.17
16,32,1.38
16,64,1.41
16,128,2.17
16,256,2.23
16,512,2.37
16,1024,2.87
16,2048,3.59
16,4096,5.43
16,8192,7.93
16,16384,19.86
16,32768,31.43
16,65536,56.02
16,131072,106.84
16,262144,203.71
16,524288,422.87
16,1048576,726.31
18,2,2.32
18,4,2.31
18,8,2.29
18,16,2.28
18,32,2.47
18,64,2.54
18,128,3.08
18,256,3.16
18,512,3.35
18,1024,3.81
18,2048,4.71
18,4096,6.59
18,8192,9.45
18,16384,23.39
18,32768,35.28
18,65536,60.90
18,131072,112.61
18,262144,211.97
18,524288,421.91
18,1048576,783.78
20,2,2.46
20,4,2.47
