Processes,Size,Latency
2,2,0.40
2,4,0.36
2,8,0.36
2,16,0.35
2,32,0.46
2,64,0.49
2,128,0.76
2,256,0.78
2,512,0.89
2,1024,1.04
2,2048,1.31
2,4096,2.04
2,8192,3.32
2,16384,3.72
2,32768,6.10
2,65536,7.41
2,131072,10.12
2,262144,15.69
2,524288,29.33
2,1048576,62.27
4,2,0.32
4,4,0.35
4,8,0.34
4,16,0.33
4,32,0.63
4,64,0.53
4,128,1.03
4,256,1.13
4,512,1.28
4,1024,1.58
4,2048,2.38
4,4096,3.91
4,8192,5.81
4,16384,8.48
4,32768,14.21
4,65536,21.13
4,131072,39.01
4,262144,79.11
4,524288,153.83
4,1048576,251.08
6,2,0.64
6,4,0.64
6,8,0.64
6,16,0.63
6,32,0.72
6,64,0.72
6,128,1.56
6,256,1.65
6,512,1.83
6,1024,2.39
6,2048,3.37
6,4096,5.16
6,8192,8.05
6,16384,11.26
6,32768,17.91
6,65536,33.71
6,131072,70.51
6,262144,130.62
6,524288,268.21
6,1048576,509.61
8,2,1.15
8,4,1.18
8,8,1.14
8,16,1.13
8,32,1.34
8,64,1.31
8,128,2.73
8,256,2.60
8,512,2.71
8,1024,3.55
8,2048,4.61
8,4096,6.73
8,8192,10.11
8,16384,12.88
8,32768,23.12
8,65536,44.74
8,131072,93.63
8,262144,185.15
8,524288,377.54
8,1048576,656.91
10,2,1.46
10,4,1.49
10,8,1.42
10,16,1.39
10,32,1.63
10,64,1.70
10,128,3.08
10,256,3.11
10,512,3.47
10,1024,4.70
10,2048,5.78
10,4096,8.10
10,8192,12.22
10,16384,15.68
10,32768,27.44
10,65536,56.19
10,131072,113.13
10,262144,229.02
10,524288,425.00
10,1048576,707.51
12,2,1.53
12,4,1.44
12,8,1.53
12,16,1.47
12,32,1.97
12,64,1.66
12,128,3.33
12,256,3.27
12,512,3.59
12,1024,5.15
12,2048,6.57
12,4096,9.29
12,8192,14.34
12,16384,18.24
12,32768,32.35
12,65536,68.05
12,131072,128.00
12,262144,260.91
12,524288,527.62
12,1048576,900.15
14,2,1.48
14,4,1.51
14,8,1.51
14,16,1.64
14,32,1.79
14,64,1.58
14,128,3.59
14,256,3.73
14,512,4.09
14,1024,5.89
14,2048,7.10
14,4096,10.20
14,8192,15.52
14,16384,20.45
14,32768,36.23
14,65536,49.27
14,131072,135.16
14,262144,317.07
14,524288,607.65
14,1048576,929.46
16,2,1.84
16,4,1.84
16,8,1.84
16,16,1.82
16,32,2.31
16,64,1.99
16,128,4.39
16,256,4.48
16,512,4.74
16,1024,6.50
16,2048,8.13
16,4096,11.38
16,8192,17.43
16,16384,23.09
16,32768,41.78
16,65536,85.46
16,131072,170.49
16,262144,328.61
16,524288,611.23
16,1048576,1232.91
18,2,2.06
18,4,2.02
18,8,2.05
18,16,2.34
18,32,2.28
18,64,2.21
18,128,4.93
18,256,4.90
18,512,5.42
18,1024,7.62
18,2048,9.13
18,4096,12.81
18,8192,19.44
18,16384,26.45
18,32768,46.56
18,65536,95.43
18,131072,194.87
18,262144,308.63
18,524288,777.92
18,1048576,1294.70
20,2,2.18
20,4,2.22
20,8,2.23
20,16,2.33
20,32,2.45
20,64,2.31
20,128,5.05
20,256,5.19
20,512,5.63
20,1024,8.16
20,2048,10.06
20,4096,13.72
20,8192,21.63
20,16384,29.49
20,32768,50.38
20,65536,109.63
20,131072,211.46
20,262144,440.50
20,524288,850.06
20,1048576,1483.44
22,2,2.25
22,4,2.28
22,8,2.60
22,16,2.25
22,32,2.46
22,64,2.47
22,128,5.47
22,256,5.58
22,512,6.06
22,1024,8.70
22,2048,10.81
22,4096,14.76
22,8192,22.44
22,16384,30.41
22,32768,56.78
22,65536,115.41
22,131072,238.74
22,262144,354.48
22,524288,927.58
22,1048576,1715.51
24,2,2.47
24,4,2.49
24,8,2.62
24,16,2.50
24,32,2.74
24,64,2.65
24,128,5.95
24,256,6.10
24,512,6.65
24,1024,9.37
24,2048,11.70
24,4096,16.65
24,8192,24.77
24,16384,33.33
24,32768,61.08
24,65536,125.83
24,131072,247.27
24,262144,507.14
24,524288,1025.16
24,1048576,1853.46
26,2,2.19
26,4,2.30
26,8,2.31
26,16,2.24
26,32,2.47
26,64,2.63
26,128,6.06
26,256,6.28
26,512,6.61
26,1024,9.77
26,2048,12.04
26,4096,17.57
26,8192,26.46
26,16384,31.00
26,32768,49.73
26,65536,118.23
26,131072,234.18
