2, 2, 0.54
2, 4, 0.53
2, 8, 0.53
2, 16, 0.52
2, 32, 0.51
2, 64, 0.69
2, 128, 0.71
2, 256, 1.30
2, 512, 1.38
2, 1024, 1.56
2, 2048, 1.70
2, 4096, 2.48
2, 8192, 3.66
2, 16384, 5.95
2, 32768, 11.54
2, 65536, 22.00
2, 131072, 42.25
2, 262144, 83.85
2, 524288, 35.45
2, 1048576, 65.11
4, 2, 0.97
4, 4, 0.96
4, 8, 0.93
4, 16, 1.00
4, 32, 0.98
4, 64, 1.33
4, 128, 1.26
4, 256, 1.99
4, 512, 2.06
4, 1024, 2.31
4, 2048, 2.81
4, 4096, 4.11
4, 8192, 5.57
4, 16384, 8.69
4, 32768, 15.55
4, 65536, 29.41
4, 131072, 55.78
4, 262144, 112.07
4, 524288, 170.24
4, 1048576, 322.55
6, 2, 1.28
6, 4, 1.32
6, 8, 1.32
6, 16, 1.28
6, 32, 1.35
6, 64, 1.70
6, 128, 1.96
6, 256, 2.56
6, 512, 2.61
6, 1024, 2.95
6, 2048, 3.52
6, 4096, 4.98
6, 8192, 6.80
6, 16384, 10.44
6, 32768, 18.44
6, 65536, 34.41
6, 131072, 64.28
6, 262144, 124.57
6, 524288, 269.73
6, 1048576, 531.00
8, 2, 1.34
8, 4, 1.35
8, 8, 1.35
8, 16, 1.30
8, 32, 1.34
8, 64, 1.97
8, 128, 1.85
8, 256, 2.78
8, 512, 2.86
8, 1024, 3.23
8, 2048, 3.76
8, 4096, 5.30
8, 8192, 7.32
8, 16384, 11.30
8, 32768, 19.67
8, 65536, 36.69
8, 131072, 67.09
8, 262144, 132.84
8, 524288, 304.38
8, 1048576, 628.68
10, 2, 1.83
10, 4, 1.80
10, 8, 1.84
10, 16, 1.86
10, 32, 1.98
10, 64, 2.24
10, 128, 2.19
10, 256, 3.14
10, 512, 3.25
10, 1024, 3.64
10, 2048, 4.57
10, 4096, 6.15
10, 8192, 8.17
10, 16384, 12.66
10, 32768, 21.09
10, 65536, 38.56
10, 131072, 71.24
10, 262144, 144.46
10, 524288, 357.29
10, 1048576, 670.37
12, 2, 1.72
12, 4, 1.75
12, 8, 1.72
12, 16, 1.96
12, 32, 1.76
12, 64, 2.18
12, 128, 2.12
12, 256, 3.21
12, 512, 3.35
12, 1024, 3.72
12, 2048, 4.62
12, 4096, 6.25
12, 8192, 8.67
12, 16384, 13.13
12, 32768, 22.25
12, 65536, 41.77
12, 131072, 78.22
12, 262144, 153.09
12, 524288, 382.39
12, 1048576, 741.96
14, 2, 1.70
14, 4, 1.79
14, 8, 1.79
14, 16, 1.76
14, 32, 1.65
14, 64, 2.14
14, 128, 2.07
14, 256, 3.16
14, 512, 3.34
14, 1024, 3.77
14, 2048, 4.78
14, 4096, 6.40
14, 8192, 8.75
14, 16384, 13.81
14, 32768, 23.37
14, 65536, 43.45
14, 131072, 82.72
14, 262144, 160.29
14, 524288, 417.27
14, 1048576, 824.93
16, 2, 1.65
16, 4, 1.64
16, 8, 1.67
16, 16, 1.86
16, 32, 1.62
16, 64, 2.39
16, 128, 2.20
16, 256, 3.38
16, 512, 3.47
16, 1024, 3.86
