Processes,Size,Latency
2,2,0.18
2,4,0.18
2,8,0.18
2,16,0.18
2,32,0.21
2,64,0.21
2,128,0.30
2,256,0.30
2,512,0.34
2,1024,0.38
2,2048,0.50
2,4096,0.80
2,8192,1.30
2,16384,2.36
2,32768,4.13
2,65536,7.69
2,131072,14.46
2,262144,24.01
2,524288,58.56
2,1048576,153.64
4,2,0.36
4,4,0.35
4,8,0.35
4,16,0.34
4,32,0.38
4,64,0.36
4,128,0.44
4,256,0.46
4,512,0.50
4,1024,0.56
4,2048,0.69
4,4096,1.05
4,8192,1.71
4,16384,3.53
4,32768,6.25
4,65536,11.28
4,131072,21.16
4,262144,63.17
4,524288,136.78
4,1048576,304.19
6,2,0.49
6,4,0.45
6,8,0.45
6,16,0.46
6,32,0.46
6,64,0.45
6,128,0.54
6,256,0.58
6,512,0.59
6,1024,0.65
6,2048,0.81
6,4096,1.25
6,8192,2.11
6,16384,3.90
6,32768,6.94
6,65536,12.90
6,131072,24.95
6,262144,95.31
6,524288,201.42
6,1048576,471.08
8,2,0.50
8,4,0.53
8,8,0.51
8,16,0.51
8,32,0.52
8,64,0.54
8,128,0.65
8,256,0.62
8,512,0.68
8,1024,0.72
8,2048,0.96
8,4096,1.36
8,8192,2.37
8,16384,4.39
8,32768,8.04
8,65536,15.13
8,131072,28.98
8,262144,122.17
8,524288,259.51
8,1048576,746.75
10,2,0.46
10,4,0.45
10,8,0.48
10,16,0.47
10,32,0.46
10,64,0.46
10,128,0.58
10,256,0.60
10,512,0.69
10,1024,0.66
10,2048,0.84
10,4096,1.46
10,8192,2.43
10,16384,4.73
10,32768,9.18
10,65536,16.93
10,131072,37.85
10,262144,146.54
10,524288,362.33
10,1048576,1101.69
12,2,0.56
12,4,0.57
12,8,0.57
12,16,0.55
12,32,0.54
12,64,0.57
12,128,0.68
12,256,0.72
12,512,0.75
12,1024,0.76
12,2048,0.90
12,4096,1.55
12,8192,2.74
12,16384,5.29
12,32768,10.38
12,65536,20.06
12,131072,44.16
12,262144,175.37
12,524288,449.02
12,1048576,1426.58
14,2,0.60
14,4,0.61
14,8,0.62
14,16,0.59
14,32,0.66
14,64,0.62
14,128,0.82
14,256,0.84
14,512,0.86
14,1024,0.93
14,2048,1.10
14,4096,1.77
14,8192,3.19
