2, 2, 0.18
2, 4, 0.18
2, 8, 0.18
2, 16, 0.18
2, 32, 0.22
2, 64, 0.21
2, 128, 0.27
2, 256, 0.30
2, 512, 0.34
2, 1024, 0.38
2, 2048, 0.51
2, 4096, 0.81
2, 8192, 1.32
2, 16384, 2.43
2, 32768, 4.27
2, 65536, 8.18
2, 131072, 15.07
2, 262144, 25.94
2, 524288, 60.62
2, 1048576, 157.13
4, 2, 0.36
4, 4, 0.35
4, 8, 0.35
4, 16, 0.34
4, 32, 0.39
4, 64, 0.37
4, 128, 0.46
4, 256, 0.47
4, 512, 0.50
4, 1024, 0.57
4, 2048, 0.68
4, 4096, 1.05
4, 8192, 1.72
4, 16384, 3.55
4, 32768, 6.46
4, 65536, 11.61
4, 131072, 21.59
4, 262144, 67.21
4, 524288, 144.66
4, 1048576, 308.83
6, 2, 0.46
6, 4, 0.50
6, 8, 0.45
6, 16, 0.45
6, 32, 0.46
6, 64, 0.48
6, 128, 0.55
6, 256, 0.55
6, 512, 0.61
6, 1024, 0.63
6, 2048, 0.79
6, 4096, 1.31
6, 8192, 2.18
6, 16384, 4.05
6, 32768, 7.48
6, 65536, 13.31
6, 131072, 25.13
6, 262144, 101.68
6, 524288, 230.67
6, 1048576, 512.95
8, 2, 0.52
8, 4, 0.57
8, 8, 0.49
8, 16, 0.53
8, 32, 0.54
8, 64, 0.53
8, 128, 0.61
8, 256, 0.62
8, 512, 0.67
8, 1024, 0.76
8, 2048, 0.94
8, 4096, 1.53
8, 8192, 2.47
8, 16384, 4.50
8, 32768, 7.97
8, 65536, 14.72
8, 131072, 29.52
8, 262144, 130.24
8, 524288, 283.53
8, 1048576, 807.58
10, 2, 0.50
10, 4, 0.46
10, 8, 0.47
10, 16, 0.46
10, 32, 0.47
10, 64, 0.45
10, 128, 0.57
10, 256, 0.68
10, 512, 0.62
10, 1024, 0.67
10, 2048, 0.90
10, 4096, 1.50
10, 8192, 2.46
10, 16384, 5.13
10, 32768, 8.64
10, 65536, 16.62
10, 131072, 38.71
10, 262144, 158.12
10, 524288, 355.28
10, 1048576, 1092.92
12, 2, 0.54
12, 4, 0.51
12, 8, 0.56
12, 16, 0.57
12, 32, 0.56
12, 64, 0.57
12, 128, 0.71
12, 256, 0.65
12, 512, 0.70
