Processes,Size,Latency
2,2,1.08
2,4,1.09
2,8,1.08
2,16,1.10
2,32,1.08
2,64,1.11
2,128,1.18
2,256,1.21
2,512,1.74
2,1024,1.67
2,2048,1.81
2,4096,2.38
2,8192,3.04
2,16384,4.08
2,32768,5.99
2,65536,8.60
2,131072,13.79
2,262144,22.86
2,524288,56.59
2,1048576,100.37
4,2,1.05
4,4,1.03
4,8,1.05
4,16,1.05
4,32,1.14
4,64,1.25
4,128,1.34
4,256,1.77
4,512,2.10
4,1024,2.35
4,2048,2.75
4,4096,4.11
4,8192,5.80
4,16384,8.75
4,32768,13.03
4,65536,21.65
4,131072,37.05
4,262144,65.54
4,524288,110.05
4,1048576,207.38
6,2,1.51
6,4,1.49
6,8,1.54
6,16,1.54
6,32,1.48
6,64,1.90
6,128,2.00
6,256,2.44
6,512,2.84
6,1024,3.15
6,2048,3.71
6,4096,5.33
6,8192,7.66
6,16384,11.45
6,32768,16.42
6,65536,26.96
6,131072,46.83
6,262144,85.40
6,524288,188.91
6,1048576,351.33
8,2,2.04
8,4,2.29
8,8,2.06
8,16,2.01
8,32,2.00
8,64,2.63
8,128,2.54
8,256,3.36
8,512,3.76
8,1024,3.97
8,2048,4.78
8,4096,6.84
8,8192,9.16
8,16384,13.29
8,32768,20.57
8,65536,32.58
8,131072,56.62
8,262144,102.59
8,524288,204.11
8,1048576,376.05
10,2,2.56
10,4,2.57
10,8,2.57
10,16,2.54
10,32,2.56
10,64,3.05
10,128,3.15
10,256,4.00
10,512,4.41
10,1024,4.80
10,2048,5.68
10,4096,7.67
10,8192,10.33
10,16384,14.81
10,32768,22.74
10,65536,35.69
10,131072,63.84
10,262144,116.94
10,524288,248.93
10,1048576,474.33
12,2,2.28
12,4,2.30
12,8,2.31
12,16,2.31
12,32,2.30
12,64,2.81
12,128,3.10
12,256,3.78
12,512,4.28
12,1024,4.69
12,2048,5.56
12,4096,7.70
12,8192,10.47
12,16384,15.52
12,32768,23.13
12,65536,39.35
12,131072,66.97
12,262144,123.95
12,524288,253.89
12,1048576,475.70
14,2,2.42
14,4,2.54
14,8,2.52
14,16,2.47
14,32,2.45
14,64,3.00
14,128,3.16
14,256,4.12
14,512,4.62
14,1024,5.00
14,2048,6.01
14,4096,8.17
14,8192,11.72
14,16384,17.03
14,32768,24.86
14,65536,42.10
14,131072,72.17
14,262144,133.63
14,524288,281.73
14,1048576,536.16
16,2,2.41
16,4,2.39
16,8,2.41
16,16,2.41
16,32,2.43
16,64,3.05
16,128,3.07
16,256,4.04
16,512,4.50
16,1024,4.90
16,2048,5.99
16,4096,8.40
16,8192,12.09
16,16384,17.73
16,32768,26.41
16,65536,44.24
16,131072,76.66
16,262144,140.57
16,524288,278.90
16,1048576,520.04
18,2,3.12
18,4,3.09
18,8,3.13
18,16,2.96
18,32,3.01
18,64,3.72
18,128,3.68
18,256,4.71
18,512,5.36
18,1024,5.74
18,2048,6.63
18,4096,9.22
18,8192,12.69
18,16384,19.00
18,32768,28.62
18,65536,47.29
18,131072,83.93
18,262144,155.21
18,524288,359.28
18,1048576,697.11
20,2,2.78
20,4,2.75
20,8,2.79
20,16,2.77
20,32,2.69
20,64,3.39
20,128,3.44
20,256,4.43
20,512,4.99
20,1024,5.52
20,2048,6.84
20,4096,9.13
20,8192,12.93
20,16384,19.23
20,32768,29.49
20,65536,49.09
20,131072,89.09
20,262144,165.72
20,524288,363.33
20,1048576,715.04
22,2,2.81
22,4,2.80
22,8,2.81
22,16,2.82
22,32,2.81
22,64,3.45
22,128,3.62
22,256,4.58
22,512,5.03
22,1024,5.49
22,2048,6.71
22,4096,9.40
22,8192,13.32
22,16384,20.14
22,32768,30.91
22,65536,52.33
22,131072,94.79
22,262144,176.89
22,524288,382.71
22,1048576,748.01
24,2,2.84
24,4,2.79
24,8,2.76
24,16,2.78
24,32,2.81
24,64,3.44
24,128,3.63
24,256,4.61
24,512,5.16
24,1024,5.66
24,2048,6.79
24,4096,9.27
24,8192,13.14
24,16384,20.04
24,32768,31.31
24,65536,54.35
24,131072,97.86
24,262144,184.02
24,524288,382.80
24,1048576,755.18
26,2,2.87
26,4,2.81
26,8,2.83
26,16,2.82
26,32,2.85
26,64,3.45
26,128,3.61
26,256,4.63
26,512,5.13
26,1024,5.76
26,2048,7.06
26,4096,9.64
26,8192,13.80
26,16384,20.65
26,32768,32.41
26,65536,56.87
26,131072,104.39
26,262144,195.88
26,524288,420.07
26,1048576,824.27
28,2,2.83
28,4,2.75
28,8,2.85
28,16,2.77
28,32,2.83
28,64,3.34
28,128,3.60
28,256,4.59
28,512,5.17
28,1024,5.74
28,2048,7.27
28,4096,9.93
28,8192,14.55
28,16384,21.78
28,32768,33.58
28,65536,59.05
28,131072,107.98
28,262144,203.54
28,524288,434.98
28,1048576,849.17
30,2,2.83
30,4,2.85
30,8,2.83
30,16,2.86
30,32,2.80
30,64,3.54
30,128,3.71
30,256,4.80
30,512,5.38
30,1024,5.83
30,2048,7.43
30,4096,10.22
30,8192,14.79
30,16384,22.55
30,32768,34.56
30,65536,61.92
30,131072,113.58
30,262144,214.38
30,524288,448.59
30,1048576,879.78
32,2,2.80
32,4,2.85
32,8,2.77
32,16,2.75
32,32,2.76
32,64,3.66
32,128,3.62
32,256,4.70
32,512,5.32
32,1024,5.87
32,2048,7.28
32,4096,10.09
32,8192,14.67
32,16384,22.61
32,32768,35.77
32,65536,63.59
32,131072,116.20
32,262144,220.26
32,524288,451.56
32,1048576,886.75
34,2,3.38
34,4,3.34
34,8,3.42
34,16,3.40
34,32,3.47
34,64,4.21
34,128,4.25
34,256,5.38
34,512,5.96
34,1024,6.53
34,2048,7.98
34,4096,11.00
34,8192,15.55
34,16384,23.89
34,32768,37.82
34,65536,68.16
34,131072,123.06
34,262144,234.28
34,524288,495.45
34,1048576,979.33
36,2,3.26
36,4,3.18
36,8,3.24
36,16,3.22
36,32,3.21
36,64,3.96
36,128,4.15
36,256,5.25
36,512,5.88
36,1024,6.51
36,2048,8.21
36,4096,11.06
36,8192,15.73
36,16384,23.85
36,32768,39.29
36,65536,69.68
36,131072,128.42
36,262144,244.93
36,524288,513.83
36,1048576,1012.55
38,2,3.25
38,4,3.17
38,8,3.16
38,16,3.21
38,32,3.26
38,64,3.84
38,128,4.11
38,256,5.19
38,512,5.90
38,1024,6.37
38,2048,8.15
38,4096,11.39
38,8192,16.15
38,16384,24.60
38,32768,40.72
38,65536,71.31
38,131072,133.64
38,262144,255.02
38,524288,529.39
38,1048576,1052.13
40,2,3.12
40,4,3.22
40,8,3.17
40,16,3.12
40,32,3.18
40,64,3.82
40,128,4.01
40,256,5.11
40,512,5.74
40,1024,6.41
40,2048,8.29
40,4096,11.19
40,8192,16.21
40,16384,25.17
40,32768,42.39
40,65536,72.98
40,131072,138.37
40,262144,264.65
40,524288,545.28
40,1048576,1081.24
42,2,3.14
42,4,3.21
42,8,3.20
42,16,3.12
42,32,3.18
42,64,3.80
42,128,4.07
42,256,5.21
42,512,5.85
42,1024,6.47
42,2048,8.24
42,4096,11.17
42,8192,16.72
42,16384,26.00
42,32768,43.46
42,65536,80.47
42,131072,143.14
42,262144,276.44
42,524288,571.31
42,1048576,1126.72
44,2,3.20
44,4,3.16
44,8,3.13
44,16,3.17
44,32,3.14
44,64,3.77
44,128,4.00
44,256,5.13
44,512,5.75
44,1024,6.50
44,2048,8.41
44,4096,11.16
44,8192,16.55
44,16384,26.42
44,32768,44.13
44,65536,78.53
44,131072,148.27
44,262144,285.05
44,524288,582.84
44,1048576,1169.68
46,2,3.20
46,4,3.26
46,8,3.20
46,16,3.19
46,32,3.18
46,64,3.77
46,128,4.07
46,256,5.28
46,512,5.91
46,1024,6.55
46,2048,8.49
46,4096,12.07
46,8192,16.92
46,16384,27.33
46,32768,46.26
46,65536,82.27
46,131072,154.78
46,262144,298.68
46,524288,616.20
46,1048576,1222.42
48,2,3.14
48,4,3.16
48,8,3.21
48,16,3.11
48,32,3.09
48,64,3.86
48,128,4.03
48,256,5.24
48,512,5.83
48,1024,6.64
48,2048,8.61
48,4096,11.76
48,8192,17.12
48,16384,27.71
48,32768,47.75
48,65536,84.96
48,131072,160.01
48,262144,309.71
48,524288,623.26
48,1048576,1250.55
