34,2,1.56
34,4,1.60
34,8,1.63
34,16,1.66
34,32,1.76
34,64,2.21
34,128,2.20
34,256,2.54
34,512,3.08
34,1024,4.24
34,2048,5.66
34,4096,9.14
34,8192,16.35
34,16384,28.98
34,32768,52.07
34,65536,102.00
34,131072,218.56
34,262144,660.15
34,524288,1464.46
34,1048576,6276.04
36,2,1.58
36,4,2.41
36,8,1.58
36,16,1.67
36,32,1.80
36,64,2.20
36,128,2.29
36,256,2.54
36,512,3.10
36,1024,4.14
36,2048,5.74
36,4096,9.58
36,8192,16.54
36,16384,30.19
36,32768,54.45
36,65536,113.85
36,131072,226.68
36,262144,693.38
36,524288,1539.04
36,1048576,6340.65
38,2,1.54
38,4,1.60
38,8,1.64
38,16,1.67
38,32,1.75
38,64,2.12
38,128,2.24
38,256,2.52
38,512,3.07
38,1024,4.22
38,2048,5.60
38,4096,9.47
38,8192,16.90
38,16384,29.56
38,32768,54.82
38,65536,114.41
38,131072,231.12
38,262144,720.93
38,524288,1578.16
38,1048576,6535.86
40,2,1.62
40,4,2.21
40,8,1.61
40,16,1.72
40,32,1.81
40,64,2.22
40,128,2.24
40,256,2.54
40,512,3.14
40,1024,4.26
40,2048,6.05
40,4096,9.96
40,8192,16.93
40,16384,31.22
40,32768,60.67
40,65536,120.45
40,131072,247.57
40,262144,757.93
40,524288,1634.14
40,1048576,6639.16
42,2,2.07
42,4,1.93
42,8,1.59
42,16,1.68
42,32,1.77
42,64,2.21
42,128,2.29
42,256,2.53
42,512,3.12
42,1024,4.37
42,2048,6.09
42,4096,9.86
42,8192,16.94
42,16384,31.25
42,32768,60.89
42,65536,121.14
42,131072,254.40
42,262144,786.41
42,524288,1687.76
42,1048576,6839.95
44,2,1.58
44,4,2.30
44,8,1.62
44,16,1.71
44,32,1.79
44,64,2.23
44,128,2.24
44,256,2.56
44,512,3.17
44,1024,4.41
44,2048,6.25
44,4096,10.34
44,8192,17.78
44,16384,32.48
44,32768,63.52
44,65536,126.97
44,131072,266.75
44,262144,833.16
44,524288,1761.56
44,1048576,6908.73
46,2,1.56
46,4,1.79
46,8,1.59
46,16,1.68
46,32,1.76
46,64,2.20
46,128,2.32
46,256,2.53
46,512,3.18
46,1024,4.51
46,2048,6.26
46,4096,10.19
46,8192,17.43
46,16384,32.89
46,32768,64.67
46,65536,131.13
46,131072,285.27
46,262144,876.11
46,524288,1832.10
