Processes,Size,Latency
2,2,1.22
2,4,1.22
2,8,1.23
2,16,1.23
2,32,1.24
2,64,1.29
2,128,1.31
2,256,1.47
2,512,1.61
2,1024,1.67
2,2048,2.01
2,4096,2.56
2,8192,3.36
2,16384,4.61
2,32768,6.25
2,65536,9.53
2,131072,15.16
2,262144,36.27
2,524288,63.54
2,1048576,130.27
4,2,2.92
4,4,2.99
4,8,3.00
4,16,2.92
4,32,3.08
4,64,3.19
4,128,3.58
4,256,3.89
4,512,4.09
4,1024,4.47
4,2048,5.57
4,4096,6.78
4,8192,8.93
4,16384,13.06
4,32768,17.81
4,65536,28.96
4,131072,48.77
4,262144,65.76
4,524288,117.42
4,1048576,239.12
6,2,4.53
6,4,4.47
6,8,4.47
6,16,4.43
6,32,4.66
6,64,4.82
6,128,5.32
6,256,5.73
6,512,6.11
6,1024,6.64
6,2048,8.46
6,4096,10.38
6,8192,13.39
6,16384,19.33
6,32768,26.38
6,65536,42.07
6,131072,69.73
6,262144,97.40
6,524288,183.31
6,1048576,356.81
8,2,6.49
8,4,6.48
8,8,6.49
8,16,6.49
8,32,6.77
8,64,6.84
8,128,7.37
8,256,8.11
8,512,8.29
8,1024,9.09
8,2048,11.20
8,4096,13.92
8,8192,19.09
8,16384,25.26
8,32768,36.24
8,65536,57.01
8,131072,96.23
8,262144,131.32
8,524288,247.92
8,1048576,493.76
10,2,7.92
10,4,7.96
10,8,7.79
10,16,7.91
10,32,8.22
10,64,8.41
10,128,9.18
10,256,9.99
10,512,10.50
10,1024,11.46
10,2048,14.17
10,4096,17.97
10,8192,23.12
10,16384,33.35
10,32768,44.93
10,65536,71.48
10,131072,118.05
10,262144,169.47
10,524288,313.69
10,1048576,676.23
12,2,9.65
12,4,9.56
12,8,9.61
12,16,9.73
12,32,10.27
12,64,10.33
12,128,11.09
12,256,12.09
12,512,12.62
12,1024,13.69
12,2048,17.24
12,4096,21.68
12,8192,28.96
12,16384,39.06
12,32768,54.80
12,65536,87.66
12,131072,145.03
12,262144,205.63
12,524288,379.81
12,1048576,832.16
14,2,10.81
14,4,10.88
14,8,10.85
14,16,10.93
14,32,11.48
14,64,11.63
14,128,12.61
14,256,13.64
14,512,14.35
14,1024,16.06
14,2048,19.86
14,4096,24.89
14,8192,34.17
14,16384,44.47
14,32768,63.33
14,65536,99.66
14,131072,167.08
14,262144,246.54
14,524288,458.59
14,1048576,966.31
16,2,12.92
16,4,12.92
16,8,13.03
16,16,13.24
16,32,13.38
16,64,13.59
16,128,14.83
16,256,15.95
16,512,16.79
16,1024,18.23
16,2048,22.59
16,4096,27.87
16,8192,37.18
16,16384,51.34
16,32768,73.25
16,65536,116.51
16,131072,190.95
16,262144,274.25
16,524288,526.62
16,1048576,1161.46
18,2,14.20
18,4,14.18
18,8,14.17
18,16,14.17
18,32,14.69
18,64,15.05
18,128,16.54
18,256,17.93
18,512,18.80
18,1024,20.70
18,2048,25.18
18,4096,31.40
18,8192,42.68
18,16384,58.80
18,32768,82.37
18,65536,128.20
18,131072,213.14
18,262144,320.66
18,524288,590.67
18,1048576,1342.72
20,2,15.88
20,4,16.14
20,8,16.18
20,16,16.12
20,32,16.63
20,64,17.11
20,128,18.59
20,256,20.12
20,512,21.13
20,1024,22.86
20,2048,28.48
20,4096,35.93
20,8192,47.78
20,16384,67.70
20,32768,91.09
20,65536,144.27
20,131072,238.82
20,262144,342.32
20,524288,662.96
20,1048576,1535.48
22,2,17.18
22,4,17.09
22,8,17.25
22,16,17.12
22,32,18.06
22,64,18.44
22,128,19.87
22,256,21.62
22,512,22.72
22,1024,25.01
22,2048,31.10
22,4096,38.92
22,8192,52.51
22,16384,72.46
22,32768,101.48
22,65536,158.74
22,131072,262.83
