40, 2, 0.59
40, 4, 0.58
40, 8, 0.57
40, 16, 0.58
40, 32, 0.59
40, 64, 0.56
40, 128, 0.74
40, 256, 0.79
40, 512, 0.82
40, 1024, 0.93
40, 2048, 1.16
40, 4096, 1.82
40, 8192, 2.71
40, 16384, 6.08
40, 32768, 14.37
40, 65536, 34.62
40, 131072, 83.48
40, 262144, 822.06
40, 524288, 2141.83
40, 1048576, 5542.60
42, 2, 0.50
42, 4, 0.50
42, 8, 0.48
42, 16, 0.49
42, 32, 0.53
42, 64, 0.52
42, 128, 0.67
42, 256, 0.70
42, 512, 0.78
42, 1024, 0.85
42, 2048, 1.11
42, 4096, 1.69
42, 8192, 2.66
42, 16384, 6.23
42, 32768, 14.06
42, 65536, 33.92
42, 131072, 80.55
42, 262144, 819.51
42, 524288, 2231.95
42, 1048576, 5630.63
44, 2, 0.51
44, 4, 0.44
44, 8, 0.45
44, 16, 0.43
44, 32, 0.45
44, 64, 0.45
44, 128, 0.59
44, 256, 0.64
44, 512, 0.66
44, 1024, 0.78
44, 2048, 1.00
44, 4096, 1.68
44, 8192, 2.60
44, 16384, 5.50
44, 32768, 13.56
44, 65536, 34.19
44, 131072, 79.57
44, 262144, 874.15
44, 524288, 2279.04
44, 1048576, 5785.06
46, 2, 0.55
46, 4, 0.43
46, 8, 0.40
46, 16, 0.43
46, 32, 0.44
46, 64, 0.41
46, 128, 0.58
46, 256, 0.59
46, 512, 0.63
46, 1024, 0.78
46, 2048, 0.97
46, 4096, 1.60
46, 8192, 2.57
46, 16384, 5.49
46, 32768, 13.57
46, 65536, 32.63
46, 131072, 79.86
46, 262144, 880.51
46, 524288, 2366.29
46, 1048576, 5986.69
48, 2, 0.47
48, 4, 0.44
48, 8, 0.45
48, 16, 0.42
48, 32, 0.47
48, 64, 0.46
48, 128, 0.58
48, 256, 0.62
48, 512, 0.63
48, 1024, 0.76
48, 2048, 1.01
48, 4096, 1.58
48, 8192, 2.54
48, 16384, 5.27
48, 32768, 13.08
48, 65536, 32.45
48, 131072, 78.06
48, 262144, 944.96
48, 524288, 2424.14
48, 1048576, 6086.17
